post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
jandi100,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=118242,"I had some problems in connecting MySQL Work bench with my Raspberry pi. This is how I got it running.

I created a server connection type: Standard TCP/IP over SSH. That way I can use the normal Raspberry Pi user name and password to connect via SSH.

SSH Hostname should be my local IP address on the network or the global web address, i this case: www.somthing.dk:22

username and password defined for the pi..

Then the MySQL hostname should be: localhost or 127.0.0.1
Server port: 3306
User name: root (or what ever username you have defined)
password: also as you defined for the root user in MySQL.

That's it.

I am very surprised how fast the Raspberry Pi respond to the MySQL Workbench. Great tool.

Regards
Jan"," Wed Aug 20, 2014 6:58 pm",1,"Wed Aug 20, 2014 6:34 pm","Remote Access to Mysql on PI"
JaredC79,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=157828,"http://www.instructables.com/id/Raspber ... oor-Opener

I have tried this instructable however I can't get the web server populated.- I am guess I am getting jammed up on the part where he says ""Also, delete the existing index.html."" because I have no idea where it is nor can I identify it. I will also want to control this from touch pads and other aspects of my home automation system but sticking just with Wifi should be the best and easiest solution.

I also have a HIKVision Tribred net nvr/dvr - I would like the opening and closing to push notifications to cell or email with a picture and record until the door is closed. The IP cam protocol needed is Onvif. Any help is great. I have vlc on it but I don't think it does ONVIF protocol."," Thu Jan 07, 2016 10:12 am",21,"Thu Aug 27, 2015 8:40 pm","Garage door opener"
Jaseman,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=7331,"Kiosk Web Browser.

Obvious, but I can't believe nobody else listed it.

I would think the size, low power consumption, quietness and price make this an obvious choice for an interactive display in a exhibition."," Tue Jan 24, 2012 7:56 am",302,"Tue Jan 10, 2012 5:59 am","Re: The projects list. Look here for some ide"
jasilv,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=179856,"Hi everyone, I'm planning a project that requires the power of an electromagnet to be controlled by a sound meter. Does anyone have any experience with this sort of thing or know what I would need in order for this to work? Is a Pi even necessary or could this be done with just an electromagnet and sound meter?

Thank you for any help!"," Wed Mar 02, 2016 11:35 am",1,"Wed Mar 02, 2016 11:29 am","Sound Meter + Electromagnet"
JasonBourne68,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=175138,"Should this:

Setting Channel 0 PWM on at 3 step, off at 0 step in 0 to 4095 steps at 60 Hz

Not be something like this:

Setting Channel 0 PWM on at 0 step, off at 600 step in 0 to 4095 steps at 60 Hz ?

So:

/usr/sbin/i2cset -y 2 0x40 6 3

should be:

/usr/sbin/i2cset -y 2 0x40 6 0

And:

/usr/sbin/i2cset -y 2 0x40 8 0

Should be:

/usr/sbin/i2cset -y 2 0x40 8 600"," Wed Jan 27, 2016 6:21 am",1,"Wed Jan 27, 2016 6:15 am","I2C 16 Channel PWM/Servo Breakout - Working"
jasoncampbell4,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=167621,"gnagis_99 wrote:
Hopefully I can get a more seriously answer to my question.


I think it was a serious answer but what you are asking is how you set up your Pi to record/display the solar panel output?"," Wed Dec 30, 2015 6:12 pm",39,"Thu Dec 03, 2015 4:56 pm","Measure current and voltage from sunpanel"
jasonclark,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=17526,"Hi,
check out OPENCV. This is an open source image library. It is compiled for the Pi with bindings for Python.

It's not clear if you want to recognise a face and any faces? When I looked into this, it worked pretty well. I could get about 5fps on a Pi after optimisation (reduce detection image to gray scale, reduce image to lower res and not loading the XML file for every frame).

If you're using the Pi Camera, you'll find there is/was a build to use that. I used a Webcam with V4L drivers.

I'll try to dig out my old code, it did a few other things, but OPENCV would give an array of faces (with eyes etc), you get locations/sizes and can iterate through them."," Wed Mar 02, 2016 5:28 am",48,"Sun May 13, 2012 8:51 am","face recognition"
jasonhobbs,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=93607,"This all seems like a lot of trouble, especially to someone with 10yrs of everyday experience in low voltage electrical, especially dealing with instrusion alarms. Why not just use relays to control a commercial panel such as a vista20p with all wireless zones? I'm doing it with four 3v relays and three 12v relays. I personally don't have a need to know exactly what zone is in alarm as motions are a waste and come with extra false alarm tendencies. I have all perimiter openings contacted and glass breaks in each room.

The four 3v relays will be on the outputs from the pi obviously.
Arm Away
Arm Stay - Instant
Disarm
And the last to open the garage door via the web.

The three 12v relays are used for:
One on the bell out put to let me know the system is in alarm.

The other two come off the vista20p's onboard relay triggers for the keyswitch conditions - Keyswitch Red or Green. This provides notification of when anyone arms or disarms the system.


I'm sure this could be even more complex with the use of a 4208 or 4229 if someone had one to use instead of using onboard relay triggers.."," Mon Dec 16, 2013 6:44 pm",1,"Mon Dec 16, 2013 6:29 pm","Home Alarm System Retrofit - ""Part Deux"""
Jason_25,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=162935,"I have been evaluating case materials and designs for my project and with my specific goals I have only found a couple of ways to do what I want do to.

I would like a water resistant formable material for my case so that it can fit tightly around the device and be small enough to be pocketable. Ideally it should be thermally conductive also because I may be running into overheating problems already.

These are the only options I have so far:
1. Wrap the device carefully with electrical tape. This works better than it sounds but doesn't look so good, would make it hard to market if I decided to do that, and most importantly leads to overheating because the tape traps heat.
2. 3D scanner combined with 3D printer for a custom tight fit case. 3D printers are getting very affordable but maybe not the 3d scanners. I also would prefer to stay with a homemade touch rather than use industrial techniques.
3. Carefully modify an existing project box to fit snugly. This is actually extremely hard to do with just a dremel tool and does not scale at all. Also project boxes I have seen have low quality plastic that requires the walls to be ""thick"" compared to the thin but strong and flexible plastic that established electronics manufacturers use.
4. Metal/Foil/Aluminum tape - I'm pretty sure this is electrically conductive and if not it will not be thermally conductive very well.

Do I have any other options to make a snug fitting case that resists overheating?"," Mon Apr 11, 2016 3:53 pm",34,"Tue Oct 20, 2015 11:25 am","Thermally butnot electrically conductive tape"
javierfeto,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=155306,"Hello dzasa,

i followed you instructions and now i can read tags!!!
Thanks very much"," Sat Aug 01, 2015 12:58 pm",2,"Thu Jul 30, 2015 4:58 pm","Raspberry PI 2 and RC522 Problem reading data"
javoiles,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187545,"Anyone able to get the onboard wifi on the RPi 3 to work w/ an Android installation?

In case anyone has any other suggested solutions to my problem, here's what I'm trying to accomplish.

In a nutshell: a dedicated, wall-mounted google calendar using the official RPi 7"" touch display

Why I'm trying to use Android: I've got a screen real estate problem that would be solved by using the Android google calendar app (if I could get it to work). Google calendar in a standard browser on a 7"" screen is just too ungainly to be useful, particularly with the panel on the left that has the mini calendar and all the calendars currently being displayed.

What I tried before Android: I tried to use chromium, thinking I'd be able to find an extension that would get rid of the side panel, but unfortunately chromium will only load the mobile google calendar site, which is even worse."," Mon Apr 18, 2016 5:36 pm",1,"Mon Apr 18, 2016 5:11 pm","wall mounted google calendar - wifi in androi"
jawedsoft,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=92953,"Thank you for a wonderfully detailed project.

Jawed-India"," Tue Dec 17, 2013 6:31 am",14,"Tue Dec 10, 2013 1:04 am",Rasp-NetTemp
jayanthony13,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=178171,"Burngate wrote:
What device?

AFAIK anything USB is 5v. If it has its own power supply at 12v, it should have a 5v regulator built-in.
But telling us more about the device would probably get you more useful answers.



Hi,

Thanks for your reply!

The device I'm using is USB-SSR Series (Digital Devices for Solid State I/O Modules). This device manufactured by measurement computing. Please let me know any information needed.

Many thanks"," Mon Feb 29, 2016 2:36 am",7,"Sat Feb 20, 2016 4:40 am","USB I/O DEVICE- 12 VOLTS POWER SUPPLY"
jaybatt678,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=175146,"I am trying to create a basic SPL meter using the raspberry pi.

I have Raspberry Pi model 2 connected to a Cirrus Logic Audio Card. I have got an small electret microphone attached to the line input.
Using the ""./Record_from_lineIn_Micbias.sh"" and the ""arecord"" function I have been able to record audio from the mic and create a wav file.

Can anyone recommend a place to look or some code that would help me quantize the audio signal from the mic so that I can calculate a decibel level which eventually I would like to be able to average over time (Leq)"," Wed Jan 27, 2016 9:22 am",1,"Wed Jan 27, 2016 8:10 am","Creating a basic SPL meter"
JayOtt,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=172814,"I've been playing with this myself recently. It relies on Googles Speech API, and I believe Google have now discontinued the service.

Audio is sent, and nothing is returned. I thought it may be the API key no longer working, so I attempted to get my own but was no longer able to find the Speech API. Can anyone else confirm?

I've tried contacting Steven Hickson (the creator of PiAUISuite) via email and reddit, but have received no replies.

I'm thinking this is now a dead project, and Jasper may be your only option! Jasper is (comparatively) far more difficult to set up and the recognition isn't nearly as good."," Sun Jan 10, 2016 8:45 am",1,"Sun Jan 10, 2016 5:35 am","PiAUISuite nt taking input from mic webcam lo"
jayuk20,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=73892,"Looks pretty cool.

Making use of Squid & SquidGuard would be awesome. I currently use IPFire ARM but this project looks interesting,"," Tue Mar 03, 2015 2:50 am",23,"Tue Jun 18, 2013 12:23 am","Raspberry-Wifi-Router project"
jazzler,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=89189,"Hi BuffKnysna,

Yes you can do with with the app 'as is'. What you would need to do is change the PHP code in your GPIO.php file to use an IF statement in your PHP script, that executes the Wiring Pi command to control those pins when something like IF $_GET['pin'] = 1 then command X e.g.

$output = shell_exec('gpio mode 7 out');
$output = shell_exec('gpio write 7 '.$_GET['status']);

and IF $_GET['pin']=2 then command Y e.g.

$output = shell_exec('gpio mode 8 out');
$output = shell_exec('gpio write 8 '.$_GET['status']);

etc.

I can't write this for you at the moment as I don't have time right now so you may need to research the correct syntax for a PHP IF Statement, but it's entirely possible to do this as it is now.

Good luck. If you really get stuck i'll put together a new gpio.php script example for you when I get time. Are you using GPIO Pins 0-7 for something else?"," Tue Jan 14, 2014 12:53 pm",23,"Mon Nov 04, 2013 12:43 am","Control Relay Switches via Android using a Ra"
jb63,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=147243,"Thank you, those are all good sources/reads ... I was more looking for an easy (lazy) way out"," Wed Mar 02, 2016 12:59 pm",73,"Mon May 11, 2015 11:41 am","Gathering data from Car CAN/OBD2"
jbarrio,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187850,"Hello,

I'm trying to configure audio redirection over rdp with xfreerdp and the sound seems distorted.
This problem doesn't happend on raspberry pi 2.

I configure the connection like that:
xfreerdp -u user -d domain -p password --plugin drdynvc --plugin rdpsnd --data audin -- server

Anyone has the same problem?


Thanks
Jorge."," Thu Apr 21, 2016 12:23 am",1,"Thu Apr 21, 2016 12:03 am","audio redirection xfreerdp on raspberry pi 3"
